,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
99,10329,26.0,100.0,3.0,5868.2,2014-04-10,Shipped,4.0,11.0,2004.0,Motorcycles,193.0,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium
100,"10339,39,76.67,3,2990.13,11/23/2004 0:00,Shipped,4,11,2004,Motorcycles,193,S10_4698,""Tokyo Collectables, Ltd"",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small",,,,,2014-04-11,,,,,,,,,,,,,,,,,,,
101,10362,22.0,100.0,4.0,3664.1,2014-04-12,Shipped,1.0,1.0,2005.0,Motorcycles,193.0,S10_4698,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium
102,"10374,22,100,1,3834.38,2/2/2005 0:00,Shipped,1,2,2005,Motorcycles,193,S10_4698,""Australian Gift Network, Co"",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium",,,,,2014-04-13,,,,,,,,,,,,,,,,,,,
103,10388,21.0,86.77,7.0,1822.17,2014-04-14,Shipped,1.0,3.0,2005.0,Motorcycles,193.0,S10_4698,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,Small
104,"10403,66,100,9,11886.6,4/8/2005 0:00,Shipped,2,4,2005,Motorcycles,193,S10_4698,""UK Collectables, Ltd."",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large",,,,,2014-04-15,,,,,,,,,,,,,,,,,,,
105,"10417,56,100,4,9218.16,5/13/2005 0:00,Disputed,2,5,2005,Motorcycles,193,S10_4698,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large",,,,,2014-04-16,,,,,,,,,,,,,,,,,,,
106,10105,50.0,100.0,2.0,7208.0,2014-04-17,Shipped,1.0,2.0,2003.0,Classic Cars,136.0,S10_4757,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large
107,10119,46.0,100.0,11.0,5004.8,2014-04-18,Shipped,2.0,4.0,2003.0,Classic Cars,136.0,S10_4757,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
108,"10129,33,100,2,4398.24,6/12/2003 0:00,Shipped,2,6,2003,Classic Cars,136,S10_4757,""Stylish Desk Decors, Co."",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium",,,,,2014-04-19,,,,,,,,,,,,,,,,,,,
109,10143,49.0,100.0,15.0,5597.76,2014-04-20,Shipped,3.0,8.0,2003.0,Classic Cars,136.0,S10_4757,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium
110,"10155,32,100,13,4526.08,10/6/2003 0:00,Shipped,4,10,2003,Classic Cars,136,S10_4757,""Toys of Finland, Co."",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium",,,,,2014-04-21,,,,,,,,,,,,,,,,,,,
111,10167,44.0,100.0,9.0,5924.16,2014-04-22,Cancelled,4.0,10.0,2003.0,Classic Cars,136.0,S10_4757,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
112,10178,24.0,100.0,12.0,3492.48,2014-04-23,Shipped,4.0,11.0,2003.0,Classic Cars,136.0,S10_4757,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
113,"10186,26,100,9,3854.24,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,136,S10_4757,""Double Decker Gift Stores, Ltd"",(171) 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium",,,,,2014-04-24,,,,,,,,,,,,,,,,,,,
114,"10197,45,100,6,5324.4,11/26/2003 0:00,Shipped,4,11,2003,Classic Cars,136,S10_4757,Enaco Distributors,(93) 203 4555,""Rambla de Catalu¤a, 23"",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium",,,,,2014-04-25,,,,,,,,,,,,,,,,,,,
115,"10209,39,100,8,5197.92,1/9/2004 0:00,Shipped,1,1,2004,Classic Cars,136,S10_4757,""Men 'R' US Retailers, Ltd."",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael,Medium",,,,,2014-04-26,,,,,,,,,,,,,,,,,,,
116,10222,49.0,100.0,12.0,5997.6,2014-04-27,Shipped,1.0,2.0,2004.0,Classic Cars,136.0,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Medium
117,10248,20.0,100.0,3.0,2910.4,2014-04-28,Cancelled,2.0,5.0,2004.0,Classic Cars,136.0,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small
118,10261,27.0,100.0,1.0,3378.24,2014-04-29,Shipped,2.0,6.0,2004.0,Classic Cars,136.0,S10_4757,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium
119,10273,30.0,100.0,4.0,3508.8,2014-04-30,Shipped,3.0,7.0,2004.0,Classic Cars,136.0,S10_4757,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium
120,"10283,25,100,6,2992,8/20/2004 0:00,Shipped,3,8,2004,Classic Cars,136,S10_4757,""Royal Canadian Collectables, Ltd."",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small",,,,,2014-05-01,,,,,,,,,,,,,,,,,,,
121,10295,24.0,100.0,1.0,3427.2,2014-05-02,Shipped,3.0,9.0,2004.0,Classic Cars,136.0,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium
122,"10307,22,100,9,2692.8,10/14/2004 0:00,Shipped,4,10,2004,Classic Cars,136,S10_4757,""Classic Gift Ideas, Inc"",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small",,,,,2014-05-03,,,,,,,,,,,,,,,,,,,
123,10316,33.0,100.0,17.0,4128.96,2014-05-04,Shipped,4.0,11.0,2004.0,Classic Cars,136.0,S10_4757,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
124,10325,47.0,64.93,6.0,3051.71,2014-05-05,Shipped,4.0,11.0,2004.0,Classic Cars,136.0,S10_4757,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
125,10337,25.0,48.05,8.0,1201.25,2014-05-06,Shipped,4.0,11.0,2004.0,Classic Cars,136.0,S10_4757,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Small
126,"10350,26,75.47,5,1962.22,12/2/2004 0:00,Shipped,4,12,2004,Classic Cars,136,S10_4757,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small",,,,,2014-05-07,,,,,,,,,,,,,,,,,,,
127,10359,48.0,54.68,6.0,2624.64,2014-05-08,Shipped,4.0,12.0,2004.0,Classic Cars,136.0,S10_4757,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
128,"10373,39,100,3,4046.25,1/31/2005 0:00,Shipped,1,1,2005,Classic Cars,136,S10_4757,""Oulu Toy Supplies, Inc."",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium",,,,,2014-05-09,,,,,,,,,,,,,,,,,,,
129,10384,34.0,100.0,4.0,4846.7,2014-05-10,Shipped,1.0,2.0,2005.0,Classic Cars,136.0,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium
130,10395,32.0,100.0,2.0,3370.56,2014-05-11,Shipped,1.0,3.0,2005.0,Classic Cars,136.0,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
131,10400,64.0,100.0,9.0,9661.44,2014-05-12,Shipped,2.0,4.0,2005.0,Classic Cars,136.0,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Large
132,10414,19.0,100.0,3.0,2764.88,2014-05-13,On Hold,2.0,5.0,2005.0,Classic Cars,136.0,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small
133,10103,42.0,100.0,4.0,5398.26,2014-05-14,Shipped,1.0,1.0,2003.0,Classic Cars,147.0,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
134,"10114,31,100,8,4305.28,4/1/2003 0:00,Shipped,2,4,2003,Classic Cars,147,S10_4962,""La Corne D'abondance, Co."",(1) 42.34.2555,""265, boulevard Charonne"",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium",,,,,2014-05-15,,,,,,,,,,,,,,,,,,,
135,"10126,22,100,4,3347.74,5/28/2003 0:00,Shipped,2,5,2003,Classic Cars,147,S10_4962,""Corrida Auto Replicas, Ltd"",(91) 555 22 82,""C/ Araquil, 67"",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium",,,,,2014-05-16,,,,,,,,,,,,,,,,,,,
136,10140,26.0,100.0,4.0,3188.12,2014-05-17,Shipped,3.0,7.0,2003.0,Classic Cars,147.0,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium
137,"10150,20,100,1,3191.2,9/19/2003 0:00,Shipped,3,9,2003,Classic Cars,147,S10_4962,""Dragon Souveniers, Ltd."",+65 221 7555,""Bronz Sok., Bronz Apt. 3/6 Tesvikiye"",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium",,,,,2014-05-18,,,,,,,,,,,,,,,,,,,
138,10164,21.0,100.0,2.0,3536.82,2014-05-19,Resolved,4.0,10.0,2003.0,Classic Cars,147.0,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
139,"10175,33,100,9,5362.83,11/6/2003 0:00,Shipped,4,11,2003,Classic Cars,147,S10_4962,""Stylish Desk Decors, Co."",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium",,,,,2014-05-20,,,,,,,,,,,,,,,,,,,
140,"10183,28,100,1,3433.36,11/13/2003 0:00,Shipped,4,11,2003,Classic Cars,147,S10_4962,""Classic Gift Ideas, Inc"",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium",,,,,2014-05-21,,,,,,,,,,,,,,,,,,,
141,"10194,26,100,4,4263.74,11/25/2003 0:00,Shipped,4,11,2003,Classic Cars,147,S10_4962,""Saveley & Henriot, Co."",78.32.5555,""2, rue du Commerce"",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium",,,,,2014-05-22,,,,,,,,,,,,,,,,,,,
142,10207,31.0,100.0,15.0,4076.19,2014-05-23,Shipped,4.0,12.0,2003.0,Classic Cars,147.0,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,Medium
143,10217,48.0,100.0,4.0,7020.48,2014-05-24,Shipped,1.0,2.0,2004.0,Classic Cars,147.0,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Large
144,10229,50.0,100.0,9.0,6426.5,2014-05-25,Shipped,1.0,3.0,2004.0,Classic Cars,147.0,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
145,10245,28.0,100.0,2.0,4591.72,2014-05-26,Shipped,2.0,5.0,2004.0,Classic Cars,147.0,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Medium
146,10259,26.0,100.0,12.0,4033.38,2014-05-27,Shipped,2.0,6.0,2004.0,Classic Cars,147.0,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
147,"10270,32,100,2,4302.08,7/19/2004 0:00,Shipped,3,7,2004,Classic Cars,147,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,""Monitor Money Building, 815 Pacific Hwy"",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium",,,,,2014-05-28,,,,,,,,,,,,,,,,,,,
148,10281,44.0,100.0,9.0,7020.64,2014-05-29,Shipped,3.0,8.0,2004.0,Classic Cars,147.0,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Large
149,10291,30.0,100.0,4.0,3855.9,2014-05-30,Shipped,3.0,9.0,2004.0,Classic Cars,147.0,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
150,10305,38.0,100.0,13.0,6680.78,2014-05-31,Shipped,4.0,10.0,2004.0,Classic Cars,147.0,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium
151,10313,40.0,100.0,7.0,6678.0,2014-06-01,Shipped,4.0,10.0,2004.0,Classic Cars,147.0,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Medium
152,10322,46.0,61.99,8.0,2851.54,2014-06-02,Shipped,4.0,11.0,2004.0,Classic Cars,147.0,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Small
153,"10334,26,100,2,3188.12,11/19/2004 0:00,On Hold,4,11,2004,Classic Cars,147,S10_4962,""Volvo Model Replicas, Co"",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium",,,,,2014-06-03,,,,,,,,,,,,,,,,,,,
154,"10347,27,100,2,4428,11/29/2004 0:00,Shipped,4,11,2004,Classic Cars,147,S10_4962,""Australian Collectors, Co."",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium",,,,,2014-06-04,,,,,,,,,,,,,,,,,,,
155,10357,43.0,100.0,9.0,5780.92,2014-06-05,Shipped,4.0,12.0,2004.0,Classic Cars,147.0,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium
156,"10370,35,65.63,4,2297.05,1/20/2005 0:00,Shipped,1,1,2005,Classic Cars,147,S10_4962,""Anna's Decorations, Ltd"",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small",,,,,2014-06-06,,,,,,,,,,,,,,,,,,,
157,10381,37.0,100.0,6.0,6231.54,2014-06-07,Shipped,1.0,2.0,2005.0,Classic Cars,147.0,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium
158,"10391,37,46.9,7,1735.3,3/9/2005 0:00,Shipped,1,3,2005,Classic Cars,147,S10_4962,""Anna's Decorations, Ltd"",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small",,,,,2014-06-08,,,,,,,,,,,,,,,,,,,
159,10411,27.0,100.0,2.0,4427.73,2014-06-09,Shipped,2.0,5.0,2005.0,Classic Cars,147.0,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium
160,"10425,38,100,12,5894.94,5/31/2005 0:00,In Process,2,5,2005,Classic Cars,147,S10_4962,La Rochelle Gifts,40.67.8555,""67, rue des Cinquante Otages"",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium",,,,,2014-06-10,,,,,,,,,,,,,,,,,,,
161,10108,33.0,100.0,6.0,5265.15,2014-06-11,Shipped,1.0,3.0,2003.0,Classic Cars,194.0,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
162,"10122,42,100,10,7599.9,5/8/2003 0:00,Shipped,2,5,2003,Classic Cars,194,S12_1099,Marseille Mini Autos,91.24.4555,""12, rue des Bouchers"",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Large",,,,,2014-06-12,,,,,,,,,,,,,,,,,,,
163,10135,42.0,100.0,7.0,8008.56,2014-06-13,Shipped,3.0,7.0,2003.0,Classic Cars,194.0,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large
164,10147,48.0,100.0,7.0,9245.76,2014-06-14,Shipped,3.0,9.0,2003.0,Classic Cars,194.0,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Large
165,10159,41.0,100.0,2.0,8296.35,2014-06-15,Shipped,4.0,10.0,2003.0,Classic Cars,194.0,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Large
166,"10169,30,100,2,5019.9,11/4/2003 0:00,Shipped,4,11,2003,Classic Cars,194,S12_1099,""Anna's Decorations, Ltd"",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium",,,,,2014-06-16,,,,,,,,,,,,,,,,,,,
167,"10181,27,100,14,5411.07,11/12/2003 0:00,Shipped,4,11,2003,Classic Cars,194,S12_1099,Herkku Gifts,+47 2267 3215,""Drammen 121, PR 744 Sentrum"",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium",,,,,2014-06-17,,,,,,,,,,,,,,,,,,,
168,"10191,21,100,3,3840.9,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,194,S12_1099,""Toms Spezialitten, Ltd"",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium",,,,,2014-06-18,,,,,,,,,,,,,,,,,,,
169,"10203,20,100,8,3930.4,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,194,S12_1099,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2014-06-19,,,,,,,,,,,,,,,,,,,
170,"10211,41,100,2,7498.9,1/15/2004 0:00,Shipped,1,1,2004,Classic Cars,194,S12_1099,Auto Canal Petit,(1) 47.55.6555,""25, rue Lauriston"",,Paris,,75016,France,EMEA,Perrier,Dominique,Large",,,,,2014-06-20,,,,,,,,,,,,,,,,,,,
171,"10225,27,100,9,4517.91,2/22/2004 0:00,Shipped,1,2,2004,Classic Cars,194,S12_1099,""Vida Sport, Ltd"",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium",,,,,2014-06-21,,,,,,,,,,,,,,,,,,,
172,10238,28.0,100.0,3.0,5774.72,2014-06-22,Shipped,2.0,4.0,2004.0,Classic Cars,194.0,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
173,"10253,24,100,13,3922.56,6/1/2004 0:00,Cancelled,2,6,2004,Classic Cars,194,S12_1099,""UK Collectables, Ltd."",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium",,,,,2014-06-23,,,,,,,,,,,,,,,,,,,
174,10266,44.0,100.0,14.0,9160.36,2014-06-24,Shipped,3.0,7.0,2004.0,Classic Cars,194.0,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large
175,10276,50.0,100.0,3.0,9631.0,2014-06-25,Shipped,3.0,8.0,2004.0,Classic Cars,194.0,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,Large
176,"10287,21,100,12,3432.24,8/30/2004 0:00,Shipped,3,8,2004,Classic Cars,194,S12_1099,""Vida Sport, Ltd"",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium",,,,,2014-06-26,,,,,,,,,,,,,,,,,,,
177,"10300,33,100,5,5521.89,10/4/2003 0:00,Shipped,4,10,2003,Classic Cars,194,S12_1099,""Blauer See Auto, Co."",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium",,,,,2014-06-27,,,,,,,,,,,,,,,,,,,
178,"10310,33,100,10,6934.62,10/16/2004 0:00,Shipped,4,10,2004,Classic Cars,194,S12_1099,""Toms Spezialitten, Ltd"",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium",,,,,2014-06-28,,,,,,,,,,,,,,,,,,,
179,"10320,31,100,3,6876.11,11/3/2004 0:00,Shipped,4,11,2004,Classic Cars,194,S12_1099,""Volvo Model Replicas, Co"",0921-12 3555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium",,,,,2014-06-29,,,,,,,,,,,,,,,,,,,
180,10329,41.0,71.47,5.0,2930.27,2014-06-30,Shipped,4.0,11.0,2004.0,Classic Cars,194.0,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small
181,10341,45.0,79.65,2.0,3584.25,2014-07-01,Shipped,4.0,11.0,2004.0,Classic Cars,194.0,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
182,"10363,33,85.39,3,2817.87,1/6/2005 0:00,Shipped,1,1,2005,Classic Cars,194,S12_1099,Suominen Souveniers,+358 9 8045 555,""Software Engineering Center, SEC Oy"",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small",,,,,2014-07-02,,,,,,,,,,,,,,,,,,,
183,"10375,45,76,7,3420,2/3/2005 0:00,Shipped,1,2,2005,Classic Cars,194,S12_1099,La Rochelle Gifts,40.67.8555,""67, rue des Cinquante Otages"",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium",,,,,2014-07-03,,,,,,,,,,,,,,,,,,,
184,10389,26.0,99.04,4.0,2575.04,2014-07-04,Shipped,1.0,3.0,2005.0,Classic Cars,194.0,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
185,10419,12.0,100.0,13.0,1961.28,2014-07-05,Shipped,2.0,5.0,2005.0,Classic Cars,194.0,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
186,10105,41.0,100.0,15.0,8690.36,2014-07-06,Shipped,1.0,2.0,2003.0,Classic Cars,207.0,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large
187,"10117,33,100,9,6034.38,4/16/2003 0:00,Shipped,2,4,2003,Classic Cars,207,S12_1108,""Dragon Souveniers, Ltd."",+65 221 7555,""Bronz Sok., Bronz Apt. 3/6 Tesvikiye"",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium",,,,,2014-07-07,,,,,,,,,,,,,,,,,,,
188,10127,46.0,100.0,2.0,11279.2,2014-07-08,Shipped,2.0,6.0,2003.0,Classic Cars,207.0,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Large
189,10142,33.0,100.0,12.0,8023.29,2014-07-09,Shipped,3.0,8.0,2003.0,Classic Cars,207.0,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large
190,"10153,20,100,11,4904,9/28/2003 0:00,Shipped,3,9,2003,Classic Cars,207,S12_1108,Euro Shopping Channel,(91) 555 94 44,""C/ Moralzarzal, 86"",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium",,,,,2014-07-10,,,,,,,,,,,,,,,,,,,
191,"10165,44,100,3,8594.52,10/22/2003 0:00,Shipped,4,10,2003,Classic Cars,207,S12_1108,""Dragon Souveniers, Ltd."",+65 221 7555,""Bronz Sok., Bronz Apt. 3/6 Tesvikiye"",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Large",,,,,2014-07-11,,,,,,,,,,,,,,,,,,,
192,10176,33.0,100.0,2.0,7474.5,2014-07-12,Shipped,4.0,11.0,2003.0,Classic Cars,207.0,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large
193,10185,21.0,100.0,13.0,3883.74,2014-07-13,Shipped,4.0,11.0,2003.0,Classic Cars,207.0,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium
194,10196,47.0,100.0,5.0,8887.7,2014-07-14,Shipped,4.0,11.0,2003.0,Classic Cars,207.0,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Large
195,"10208,46,100,13,8602.92,1/2/2004 0:00,Shipped,1,1,2004,Classic Cars,207,S12_1108,""Saveley & Henriot, Co."",78.32.5555,""2, rue du Commerce"",,Lyon,,69004,France,EMEA,Saveley,Mary,Large",,,,,2014-07-15,,,,,,,,,,,,,,,,,,,
196,"10220,32,100,2,7181.44,2/12/2004 0:00,Shipped,1,2,2004,Classic Cars,207,S12_1108,""Clover Collections, Co."",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large",,,,,2014-07-16,,,,,,,,,,,,,,,,,,,
